Date,Settlement_Period,Generator_Name,Generator_Full_Name,BOA_Volume
2021-04-01,1,CLDCW-1,Clyde Central,-65.434
2021-04-01,1,CLDNW-1,Clyde North,-66.466
2021-04-01,2,CLDCW-1,Clyde Central,-125.884
2021-04-01,2,CLDNW-1,Clyde North,-128.916
2021-04-01,2,WHILW-2,Whitelee 2,-161.1
2021-04-01,3,CLDCW-1,Clyde Central,-28.934
2021-04-01,3,CLDNW-1,Clyde North,-51.2
2021-04-01,3,WHILW-2,Whitelee 2,-178.734
2021-04-01,8,WHILW-2,Whitelee 2,-1.2
2021-04-01,9,CLDCW-1,Clyde Central,-81.45
2021-04-01,9,CLDNW-1,Clyde North,-82.484
2021-04-01,9,CLDSW-1,Clyde South,-14.3
2021-04-01,9,WHILW-1,Whitelee 1,-101.816
2021-04-01,9,WHILW-2,Whitelee 2,-131
2021-04-01,10,CLDCW-1,Clyde Central,-79.884
2021-04-01,10,CLDNW-1,Clyde North,-80.934
2021-04-01,10,CLDSW-1,Clyde South,-17.966
2021-04-01,10,WHILW-1,Whitelee 1,-140.15
2021-04-01,10,WHILW-2,Whitelee 2,-117.8
2021-04-01,11,CLDCW-1,Clyde Central,-23.016
2021-04-01,11,CLDNW-1,Clyde North,-40.5
2021-04-01,11,KPMRW-1,Kype Muir,-0.14
2021-04-01,11,PNYCW-1,Pen-y-Cymoedd,-1.436
2021-04-01,11,WHILW-1,Whitelee 1,-21.684
2021-04-01,12,CLDCW-1,Clyde Central,-76.934
2021-04-01,12,CLDNW-1,Clyde North,-72
2021-04-01,12,KPMRW-1,Kype Muir,-31.262
2021-04-01,12,PNYCW-1,Pen-y-Cymoedd,-128.198
2021-04-01,12,WDNSO-2,West of Duddon Sands 2,-72.434
2021-04-01,12,WHILW-1,Whitelee 1,-118.184
2021-04-01,12,WLNYO-2,Walney 2,-46.794
2021-04-01,13,CLDCW-1,Clyde Central,-26.25
2021-04-01,13,CLDNW-1,Clyde North,-34.8
2021-04-01,13,KPMRW-1,Kype Muir,-23.214
2021-04-01,13,PNYCW-1,Pen-y-Cymoedd,-97.666
2021-04-01,13,WDNSO-2,West of Duddon Sands 2,-74
2021-04-01,13,WHILW-1,Whitelee 1,-117.016
2021-04-01,13,WLNYO-2,Walney 2,-54.5
2021-04-01,14,WDNSO-2,West of Duddon Sands 2,-40.084
2021-04-01,14,WHILW-1,Whitelee 1,-71.55
2021-04-01,14,WLNYO-2,Walney 2,-7.858
2021-04-04,15,DOREW-1,Dorenell 1,-0.154
2021-04-04,15,DOREW-2,Dorenell 2,-20.25
2021-04-04,16,BRDUW-1,Braes of Doune,-9.816
2021-04-04,16,CLDRW-1,Clashindarroch,-20.416
2021-04-04,16,DOREW-1,Dorenell 1,-82.8
2021-04-04,16,DOREW-2,Dorenell 2,-81
2021-04-04,16,MILWW-1,Millennium,-22.75
2021-04-04,16,STRNW-1,Strathy North,-56.534
2021-04-04,17,BDCHW-1,Bad A Cheo,-4.55
2021-04-04,17,BRDUW-1,Braes of Doune,-34
2021-04-04,17,CLDRW-1,Clashindarroch,-26
2021-04-04,17,DOREW-1,Dorenell 1,-96
2021-04-04,17,DOREW-2,Dorenell 2,-81
2021-04-04,17,MILWW-1,Millennium,-65
2021-04-04,17,STRNW-1,Strathy North,-64
2021-04-04,18,BDCHW-1,Bad A Cheo,-21
2021-04-04,18,BRDUW-1,Braes of Doune,-40
2021-04-04,18,CLDRW-1,Clashindarroch,-26
2021-04-04,18,DOREW-1,Dorenell 1,-96
2021-04-04,18,DOREW-2,Dorenell 2,-81
2021-04-04,18,MILWW-1,Millennium,-65
2021-04-04,18,STRNW-1,Strathy North,-64.016
2021-04-04,19,BDCHW-1,Bad A Cheo,-21
2021-04-04,19,BRDUW-1,Braes of Doune,-48
2021-04-04,19,CLDRW-1,Clashindarroch,-26
2021-04-04,19,DOREW-1,Dorenell 1,-96
2021-04-04,19,DOREW-2,Dorenell 2,-81
2021-04-04,19,MILWW-1,Millennium,-65
2021-04-04,19,STRNW-1,Strathy North,-65
2021-04-04,20,BDCHW-1,Bad A Cheo,-19.25
2021-04-04,20,BHLAW-1,Bhlaraidh,-73.516
2021-04-04,20,BRDUW-1,Braes of Doune,-53
2021-04-04,20,CLDRW-1,Clashindarroch,-26
2021-04-04,20,DOREW-1,Dorenell 1,-96
2021-04-04,20,DOREW-2,Dorenell 2,-81
2021-04-04,20,MILWW-1,Millennium,-65
2021-04-04,20,STRNW-1,Strathy North,-66
2021-04-04,21,BHLAW-1,Bhlaraidh,-106.016
2021-04-04,21,BRDUW-1,Braes of Doune,-56
2021-04-04,21,CLDRW-1,Clashindarroch,-26.5
2021-04-04,21,DOREW-1,Dorenell 1,-96
2021-04-04,21,DOREW-2,Dorenell 2,-81
2021-04-04,21,FAARW-1,Farr 1,-2.666
2021-04-04,21,FAARW-2,Farr 2,-2.186
2021-04-04,21,MILWW-1,Millennium,-65
2021-04-04,21,STRNW-1,Strathy North,-66.016
2021-04-04,22,BHLAW-1,Bhlaraidh,-107
2021-04-04,22,BRDUW-1,Braes of Doune,-57
2021-04-04,22,BRYBW-1,Berry Burn,-5.716
2021-04-04,22,CLDRW-1,Clashindarroch,-27
2021-04-04,22,DOREW-1,Dorenell 1,-96
2021-04-04,22,DOREW-2,Dorenell 2,-81
2021-04-04,22,FAARW-1,Farr 1,-41
2021-04-04,22,FAARW-2,Farr 2,-41.864
2021-04-04,22,MILWW-1,Millennium,-65
2021-04-04,22,STRNW-1,Strathy North,-66.016
2021-04-04,23,BABAW-1,Baillie,-32.066
2021-04-04,23,BETHW-1,Beinn Tharsuinn,-16.35
2021-04-04,23,BHLAW-1,Bhlaraidh,-107
2021-04-04,23,BRDUW-1,Braes of Doune,-58
2021-04-04,23,BRYBW-1,Berry Burn,-50
2021-04-04,23,CLDRW-1,Clashindarroch,-28.5
2021-04-04,23,DOREW-1,Dorenell 1,-96
2021-04-04,23,DOREW-2,Dorenell 2,-81
2021-04-04,23,FAARW-1,Farr 1,-42
2021-04-04,23,FAARW-2,Farr 2,-42
2021-04-04,23,KILBW-1,Kilbraur,-33.332
2021-04-04,23,MILWW-1,Millennium,-65
2021-04-04,23,STRNW-1,Strathy North,-67
2021-04-04,24,BABAW-1,Baillie,-52
2021-04-04,24,BETHW-1,Beinn Tharsuinn,-28
2021-04-04,24,BHLAW-1,Bhlaraidh,-107.016
2021-04-04,24,BRDUW-1,Braes of Doune,-61
2021-04-04,24,BRYBW-1,Berry Burn,-50
2021-04-04,24,CLDRW-1,Clashindarroch,-29
2021-04-04,24,DOREW-1,Dorenell 1,-96
2021-04-04,24,DOREW-2,Dorenell 2,-81
2021-04-04,24,FAARW-1,Farr 1,-46
2021-04-04,24,FAARW-2,Farr 2,-46
2021-04-04,24,KILBW-1,Kilbraur,-66
2021-04-04,24,MILWW-1,Millennium,-65
2021-04-04,24,STRNW-1,Strathy North,-67
2021-04-04,25,BABAW-1,Baillie,-51
2021-04-04,25,BETHW-1,Beinn Tharsuinn,-27.016
2021-04-04,25,BHLAW-1,Bhlaraidh,-108
2021-04-04,25,BRDUW-1,Braes of Doune,-64
2021-04-04,25,BRYBW-1,Berry Burn,-50
2021-04-04,25,CLDRW-1,Clashindarroch,-29
2021-04-04,25,DOREW-1,Dorenell 1,-96
2021-04-04,25,DOREW-2,Dorenell 2,-81
2021-04-04,25,FAARW-1,Farr 1,-46
2021-04-04,25,FAARW-2,Farr 2,-46
2021-04-04,25,KILBW-1,Kilbraur,-67
2021-04-04,25,MILWW-1,Millennium,-65
2021-04-04,25,STRNW-1,Strathy North,-67
2021-04-04,26,BABAW-1,Baillie,-49
2021-04-04,26,BETHW-1,Beinn Tharsuinn,-27
2021-04-04,26,BHLAW-1,Bhlaraidh,-108
2021-04-04,26,BRDUW-1,Braes of Doune,-68
2021-04-04,26,BRYBW-1,Berry Burn,-50
2021-04-04,26,CLDRW-1,Clashindarroch,-29
2021-04-04,26,DOREW-1,Dorenell 1,-96
2021-04-04,26,DOREW-2,Dorenell 2,-81
2021-04-04,26,FAARW-1,Farr 1,-46
2021-04-04,26,FAARW-2,Farr 2,-46
2021-04-04,26,KILBW-1,Kilbraur,-67
2021-04-04,26,MILWW-1,Millennium,-65
2021-04-04,26,STRNW-1,Strathy North,-67
2021-04-04,27,BABAW-1,Baillie,-20.416
2021-04-04,27,BETHW-1,Beinn Tharsuinn,-27.984
2021-04-04,27,BHLAW-1,Bhlaraidh,-108
2021-04-04,27,BRDUW-1,Braes of Doune,-70
2021-04-04,27,BRYBW-1,Berry Burn,-51
2021-04-04,27,CLDRW-1,Clashindarroch,-29
2021-04-04,27,DOREW-1,Dorenell 1,-96
2021-04-04,27,DOREW-2,Dorenell 2,-81
2021-04-04,27,FAARW-1,Farr 1,-7.666
2021-04-04,27,FAARW-2,Farr 2,-45
2021-04-04,27,KILBW-1,Kilbraur,-67
2021-04-04,27,MILWW-1,Millennium,-65
2021-04-04,27,STRNW-1,Strathy North,-67
2021-04-04,28,BETHW-1,Beinn Tharsuinn,-28.984
2021-04-04,28,BHLAW-1,Bhlaraidh,-108
2021-04-04,28,BRDUW-1,Braes of Doune,-70
2021-04-04,28,BRYBW-1,Berry Burn,-51
2021-04-04,28,CLDRW-1,Clashindarroch,-29
2021-04-04,28,DOREW-1,Dorenell 1,-96
2021-04-04,28,DOREW-2,Dorenell 2,-81
2021-04-04,28,FAARW-2,Farr 2,-46
2021-04-04,28,KILBW-1,Kilbraur,-67
2021-04-04,28,MILWW-1,Millennium,-65
2021-04-04,28,STRNW-1,Strathy North,-67
2021-04-04,29,BETHW-1,Beinn Tharsuinn,-29
2021-04-04,29,BHLAW-1,Bhlaraidh,-108
2021-04-04,29,BRDUW-1,Braes of Doune,-69
2021-04-04,29,BRYBW-1,Berry Burn,-51
2021-04-04,29,CLDRW-1,Clashindarroch,-29
2021-04-04,29,DOREW-1,Dorenell 1,-96
2021-04-04,29,DOREW-2,Dorenell 2,-81
2021-04-04,29,FAARW-2,Farr 2,-46
2021-04-04,29,KILBW-1,Kilbraur,-67
2021-04-04,29,MILWW-1,Millennium,-65
2021-04-04,29,STRNW-1,Strathy North,-67
2021-04-04,30,BETHW-1,Beinn Tharsuinn,-29
2021-04-04,30,BHLAW-1,Bhlaraidh,-108
2021-04-04,30,BRDUW-1,Braes of Doune,-69
2021-04-04,30,BRYBW-1,Berry Burn,-51
2021-04-04,30,CLDRW-1,Clashindarroch,-29
2021-04-04,30,DOREW-1,Dorenell 1,-96
2021-04-04,30,DOREW-2,Dorenell 2,-81
2021-04-04,30,FAARW-2,Farr 2,-46
2021-04-04,30,KILBW-1,Kilbraur,-67
2021-04-04,30,MILWW-1,Millennium,-65
2021-04-04,30,STRNW-1,Strathy North,-67
2021-04-04,31,BETHW-1,Beinn Tharsuinn,-29
2021-04-04,31,BHLAW-1,Bhlaraidh,-108
2021-04-04,31,BRDUW-1,Braes of Doune,-68
2021-04-04,31,BRYBW-1,Berry Burn,-51
2021-04-04,31,CLDRW-1,Clashindarroch,-29
2021-04-04,31,DOREW-1,Dorenell 1,-44.8
2021-04-04,31,DOREW-2,Dorenell 2,-17.55
2021-04-04,31,FAARW-2,Farr 2,-46
2021-04-04,31,KILBW-1,Kilbraur,-67
2021-04-04,31,MILWW-1,Millennium,-65
2021-04-04,31,STRNW-1,Strathy North,-67
2021-04-04,32,BABAW-1,Baillie,-26.866
2021-04-04,32,BETHW-1,Beinn Tharsuinn,-29
2021-04-04,32,BHLAW-1,Bhlaraidh,-108
2021-04-04,32,BRDUW-1,Braes of Doune,-68
2021-04-04,32,BRYBW-1,Berry Burn,-51
2021-04-04,32,CGTHW-1,Corriegarth,-0.378
2021-04-04,32,CLDRW-1,Clashindarroch,-29
2021-04-04,32,CRMLW-1,Corriemoillie,-21.15
2021-04-04,32,FAARW-1,Farr 1,-23.766
2021-04-04,32,FAARW-2,Farr 2,-46
2021-04-04,32,GORDW-1,Gordonbush,-26.066
2021-04-04,32,KILBW-1,Kilbraur,-67
2021-04-04,32,LCLTW-1,Lochluichart,-27.058
2021-04-04,32,MILWW-1,Millennium,-65
2021-04-04,32,STRNW-1,Strathy North,-67
2021-04-04,33,BABAW-1,Baillie,-52
2021-04-04,33,BETHW-1,Beinn Tharsuinn,-29
2021-04-04,33,BHLAW-1,Bhlaraidh,-108
2021-04-04,33,BRDUW-1,Braes of Doune,-69
2021-04-04,33,BRYBW-1,Berry Burn,-51
2021-04-04,33,CGTHW-1,Corriegarth,-66.488
2021-04-04,33,CLDRW-1,Clashindarroch,-29
2021-04-04,33,CRMLW-1,Corriemoillie,-47
2021-04-04,33,FAARW-1,Farr 1,-46
2021-04-04,33,FAARW-2,Farr 2,-46
2021-04-04,33,GORDW-1,Gordonbush,-70
2021-04-04,33,GRIFW-1,Griffin 1,-78.634
2021-04-04,33,KILBW-1,Kilbraur,-67
2021-04-04,33,LCLTW-1,Lochluichart,-64.5
2021-04-04,33,MILWW-1,Millennium,-65
2021-04-04,33,STRNW-1,Strathy North,-67
2021-04-04,34,BABAW-1,Baillie,-52
2021-04-04,34,BETHW-1,Beinn Tharsuinn,-28.016
2021-04-04,34,BHLAW-1,Bhlaraidh,-108
2021-04-04,34,BRDUW-1,Braes of Doune,-68
2021-04-04,34,BRYBW-1,Berry Burn,-51
2021-04-04,34,CGTHW-1,Corriegarth,-68
2021-04-04,34,CLDRW-1,Clashindarroch,-28
2021-04-04,34,CRMLW-1,Corriemoillie,-47
2021-04-04,34,DRSLW-1,Dersalloch,-10
2021-04-04,34,FAARW-1,Farr 1,-46
2021-04-04,34,FAARW-2,Farr 2,-46
2021-04-04,34,GORDW-1,Gordonbush,-70
2021-04-04,34,GRIFW-1,Griffin 1,-89.984
2021-04-04,34,KILBW-1,Kilbraur,-67
2021-04-04,34,LCLTW-1,Lochluichart,-51.886
2021-04-04,34,MILWW-1,Millennium,-65
2021-04-04,34,STRNW-1,Strathy North,-67
2021-04-04,35,ABRTW-1,Auchrobert,-27.6
2021-04-04,35,ASLVW-1,Assel Valley,-19.274
2021-04-04,35,BABAW-1,Baillie,-52
2021-04-04,35,BETHW-1,Beinn Tharsuinn,-27.016
2021-04-04,35,BHLAW-1,Bhlaraidh,-108
2021-04-04,35,BLLA-2,Black Law Ext 1,-0.458
2021-04-04,35,BRDUW-1,Braes of Doune,-67
2021-04-04,35,BRYBW-1,Berry Burn,-51
2021-04-04,35,CGTHW-1,Corriegarth,-68
2021-04-04,35,CLDRW-1,Clashindarroch,-28.5
2021-04-04,35,CRMLW-1,Corriemoillie,-47
2021-04-04,35,DRSLW-1,Dersalloch,-50.984
2021-04-04,35,EWHLW-1,Ewe Hill,-0.276
2021-04-04,35,FAARW-1,Farr 1,-46
2021-04-04,35,FAARW-2,Farr 2,-46
2021-04-04,35,GNAPW-1,Glen App,-13.034
2021-04-04,35,GORDW-1,Gordonbush,-70
2021-04-04,35,GRIFW-1,Griffin 1,-88.984
2021-04-04,35,HRHLW-1,Hare Hill Ext,-25.2
2021-04-04,35,KILBW-1,Kilbraur,-67
2021-04-04,35,KPMRW-1,Kype Muir,-12.196
2021-04-04,35,MILWW-1,Millennium,-65
2021-04-04,35,STRNW-1,Strathy North,-67
2021-04-04,36,ABRTW-1,Auchrobert,-36
2021-04-04,36,ASLVW-1,Assel Valley,-24
2021-04-04,36,BABAW-1,Baillie,-52
2021-04-04,36,BETHW-1,Beinn Tharsuinn,-26.016
2021-04-04,36,BHLAW-1,Bhlaraidh,-107.984
2021-04-04,36,BLLA-2,Black Law Ext 1,-59.458
2021-04-04,36,BRDUW-1,Braes of Doune,-66
2021-04-04,36,BRYBW-1,Berry Burn,-51
2021-04-04,36,CGTHW-1,Corriegarth,-68
2021-04-04,36,CLDRW-1,Clashindarroch,-29
2021-04-04,36,CRMLW-1,Corriemoillie,-47
2021-04-04,36,DRSLW-1,Dersalloch,-65.8
2021-04-04,36,EWHLW-1,Ewe Hill,-32.724
2021-04-04,36,FAARW-1,Farr 1,-46
2021-04-04,36,FAARW-2,Farr 2,-46
2021-04-04,36,GNAPW-1,Glen App,-17
2021-04-04,36,GORDW-1,Gordonbush,-69.984
2021-04-04,36,GRIFW-1,Griffin 1,-88
2021-04-04,36,HRHLW-1,Hare Hill Ext,-28
2021-04-04,36,KILBW-1,Kilbraur,-67
2021-04-04,36,KPMRW-1,Kype Muir,-81.5
2021-04-04,36,MILWW-1,Millennium,-65
2021-04-04,36,STRNW-1,Strathy North,-67
2021-04-04,37,ABRTW-1,Auchrobert,-36
2021-04-04,37,ASLVW-1,Assel Valley,-24
2021-04-04,37,BABAW-1,Baillie,-52
2021-04-04,37,BETHW-1,Beinn Tharsuinn,-26
2021-04-04,37,BHLAW-1,Bhlaraidh,-107.966
2021-04-04,37,BLLA-2,Black Law Ext 1,-55.084
2021-04-04,37,BRDUW-1,Braes of Doune,-65
2021-04-04,37,BRYBW-1,Berry Burn,-51
2021-04-04,37,CGTHW-1,Corriegarth,-53.266
2021-04-04,37,CLDRW-1,Clashindarroch,-29
2021-04-04,37,CRMLW-1,Corriemoillie,-47
2021-04-04,37,DRSLW-1,Dersalloch,-68
2021-04-04,37,EWHLW-1,Ewe Hill,-34
2021-04-04,37,FAARW-1,Farr 1,-46
2021-04-04,37,FAARW-2,Farr 2,-46
2021-04-04,37,GNAPW-1,Glen App,-5.384
2021-04-04,37,GORDW-1,Gordonbush,-69.984
2021-04-04,37,GRIFW-1,Griffin 1,-87
2021-04-04,37,HRHLW-1,Hare Hill Ext,-28
2021-04-04,37,KILBW-1,Kilbraur,-65.5
2021-04-04,37,KPMRW-1,Kype Muir,-80.5
2021-04-04,37,MILWW-1,Millennium,-65
2021-04-04,37,STRNW-1,Strathy North,-66.984
2021-04-04,38,ABRTW-1,Auchrobert,-36
2021-04-04,38,ARCHW-1,Arecleoch,-80.466
2021-04-04,38,ASHWW-1,Andershaw,-2.166
2021-04-04,38,ASLVW-1,Assel Valley,-24
2021-04-04,38,BABAW-1,Baillie,-52
2021-04-04,38,BETHW-1,Beinn Tharsuinn,-26
2021-04-04,38,BHLAW-1,Bhlaraidh,-106.966
2021-04-04,38,BLLA-1,Black Law,-23.516
2021-04-04,38,BLLA-2,Black Law Ext 1,-51.066
2021-04-04,38,BRDUW-1,Braes of Doune,-65
2021-04-04,38,BRYBW-1,Berry Burn,-51
2021-04-04,38,CLDRW-1,Clashindarroch,-28.5
2021-04-04,38,CRMLW-1,Corriemoillie,-47
2021-04-04,38,DOREW-1,Dorenell 1,-57.6
2021-04-04,38,DOREW-2,Dorenell 2,-49.95
2021-04-04,38,DRSLW-1,Dersalloch,-68
2021-04-04,38,EWHLW-1,Ewe Hill,-34
2021-04-04,38,FAARW-1,Farr 1,-46
2021-04-04,38,FAARW-2,Farr 2,-46
2021-04-04,38,GLWSW-1,Galawhistle,-5.5
2021-04-04,38,GORDW-1,Gordonbush,-69
2021-04-04,38,GRIFW-1,Griffin 1,-87.016
2021-04-04,38,HRHLW-1,Hare Hill Ext,-27.984
2021-04-04,38,HRSTW-1,Harestanes,-30.666
2021-04-04,38,KILBW-1,Kilbraur,-62
2021-04-04,38,KPMRW-1,Kype Muir,-74
2021-04-04,38,MILWW-1,Millennium,-65
2021-04-04,38,STRNW-1,Strathy North,-67
2021-04-04,39,ABRTW-1,Auchrobert,-36
2021-04-04,39,ARCHW-1,Arecleoch,-109.05
2021-04-04,39,ASHWW-1,Andershaw,-13
2021-04-04,39,ASLVW-1,Assel Valley,-25
2021-04-04,39,BABAW-1,Baillie,-52
2021-04-04,39,BETHW-1,Beinn Tharsuinn,-25.984
2021-04-04,39,BHLAW-1,Bhlaraidh,-105.966
2021-04-04,39,BLLA-1,Black Law,-95.784
2021-04-04,39,BLLA-2,Black Law Ext 1,-48.05
2021-04-04,39,BRDUW-1,Braes of Doune,-65
2021-04-04,39,BRYBW-1,Berry Burn,-51
2021-04-04,39,CLDRW-1,Clashindarroch,-28
2021-04-04,39,CRMLW-1,Corriemoillie,-47
2021-04-04,39,DOREW-1,Dorenell 1,-96
2021-04-04,39,DOREW-2,Dorenell 2,-81
2021-04-04,39,DRSLW-1,Dersalloch,-67.016
2021-04-04,39,EWHLW-1,Ewe Hill,-34
2021-04-04,39,FAARW-1,Farr 1,-46
2021-04-04,39,FAARW-2,Farr 2,-46
2021-04-04,39,GLWSW-1,Galawhistle,-55
2021-04-04,39,GORDW-1,Gordonbush,-69
2021-04-04,39,GRIFW-1,Griffin 1,-88.034
2021-04-04,39,HRHLW-1,Hare Hill Ext,-28
2021-04-04,39,HRSTW-1,Harestanes,-117.95
2021-04-04,39,KILBW-1,Kilbraur,-57.5
2021-04-04,39,KPMRW-1,Kype Muir,-75
2021-04-04,39,MILWW-1,Millennium,-61
2021-04-04,39,STRNW-1,Strathy North,-67
2021-04-04,40,ABRTW-1,Auchrobert,-36
2021-04-04,40,ARCHW-1,Arecleoch,-107.034
2021-04-04,40,ASHWW-1,Andershaw,-13
2021-04-04,40,ASLVW-1,Assel Valley,-25
2021-04-04,40,BABAW-1,Baillie,-52
2021-04-04,40,BETHW-1,Beinn Tharsuinn,-26
2021-04-04,40,BHLAW-1,Bhlaraidh,-104.95
2021-04-04,40,BLLA-1,Black Law,-107.8
2021-04-04,40,BLLA-2,Black Law Ext 1,-49.966
2021-04-04,40,BRDUW-1,Braes of Doune,-65
2021-04-04,40,BRYBW-1,Berry Burn,-51
2021-04-04,40,CLDRW-1,Clashindarroch,-28
2021-04-04,40,CRMLW-1,Corriemoillie,-47
2021-04-04,40,DOREW-1,Dorenell 1,-96
2021-04-04,40,DOREW-2,Dorenell 2,-81
2021-04-04,40,DRSLW-1,Dersalloch,-67
2021-04-04,40,EWHLW-1,Ewe Hill,-33.016
2021-04-04,40,FAARW-1,Farr 1,-46
2021-04-04,40,FAARW-2,Farr 2,-45
2021-04-04,40,GLWSW-1,Galawhistle,-55
2021-04-04,40,GORDW-1,Gordonbush,-69
2021-04-04,40,GRIFW-1,Griffin 1,-89
2021-04-04,40,HRHLW-1,Hare Hill Ext,-28
2021-04-04,40,HRSTW-1,Harestanes,-110.134
2021-04-04,40,KILBW-1,Kilbraur,-57
2021-04-04,40,KLGLW-1,Kilgallioch (Arecleoch Phase 2),-147.934
2021-04-04,40,KPMRW-1,Kype Muir,-58
2021-04-04,40,MILWW-1,Millennium,-57.5
2021-04-04,40,STRNW-1,Strathy North,-67
2021-04-04,41,ABRTW-1,Auchrobert,-36
2021-04-04,41,ARCHW-1,Arecleoch,-107.984
2021-04-04,41,ASHWW-1,Andershaw,-13
2021-04-04,41,ASLVW-1,Assel Valley,-25
2021-04-04,41,BABAW-1,Baillie,-51
2021-04-04,41,BETHW-1,Beinn Tharsuinn,-13.766
2021-04-04,41,BHLAW-1,Bhlaraidh,-102.966
2021-04-04,41,BLLA-1,Black Law,-102.1
2021-04-04,41,BLLA-2,Black Law Ext 1,-52.95
2021-04-04,41,BRDUW-1,Braes of Doune,-64
2021-04-04,41,BRYBW-1,Berry Burn,-51
2021-04-04,41,CLDRW-1,Clashindarroch,-28
2021-04-04,41,CRMLW-1,Corriemoillie,-46
2021-04-04,41,DOREW-1,Dorenell 1,-96
2021-04-04,41,DOREW-2,Dorenell 2,-81
2021-04-04,41,DRSLW-1,Dersalloch,-66.016
2021-04-04,41,EWHLW-1,Ewe Hill,-33.984
2021-04-04,41,FAARW-1,Farr 1,-46
2021-04-04,41,FAARW-2,Farr 2,-45
2021-04-04,41,GLWSW-1,Galawhistle,-55
2021-04-04,41,GORDW-1,Gordonbush,-69.016
2021-04-04,41,GRIFW-1,Griffin 1,-87.966
2021-04-04,41,HRHLW-1,Hare Hill Ext,-28
2021-04-04,41,HRSTW-1,Harestanes,-102.134
2021-04-04,41,KILBW-1,Kilbraur,-57.5
2021-04-04,41,KLGLW-1,Kilgallioch (Arecleoch Phase 2),-228
2021-04-04,41,KPMRW-1,Kype Muir,-53
2021-04-04,41,MILWW-1,Millennium,-55
2021-04-04,41,STRNW-1,Strathy North,-67
2021-04-04,42,ABRTW-1,Auchrobert,-36
2021-04-04,42,ARCHW-1,Arecleoch,-108
2021-04-04,42,ASHWW-1,Andershaw,-13
2021-04-04,42,ASLVW-1,Assel Valley,-25
2021-04-04,42,BABAW-1,Baillie,-51
2021-04-04,42,BHLAW-1,Bhlaraidh,-100
2021-04-04,42,BLLA-1,Black Law,-103
2021-04-04,42,BLLA-2,Black Law Ext 1,-54.966
2021-04-04,42,BRDUW-1,Braes of Doune,-62
2021-04-04,42,BRYBW-1,Berry Burn,-51
2021-04-04,42,CLDRW-1,Clashindarroch,-28
2021-04-04,42,CRMLW-1,Corriemoillie,-44
2021-04-04,42,DOREW-1,Dorenell 1,-96
2021-04-04,42,DOREW-2,Dorenell 2,-81
2021-04-04,42,DRSLW-1,Dersalloch,-65.016
2021-04-04,42,EWHLW-1,Ewe Hill,-34
2021-04-04,42,FAARW-1,Farr 1,-46
2021-04-04,42,FAARW-2,Farr 2,-44
2021-04-04,42,GLWSW-1,Galawhistle,-55
2021-04-04,42,GORDW-1,Gordonbush,-70
2021-04-04,42,GRIFW-1,Griffin 1,-84.95
2021-04-04,42,HRHLW-1,Hare Hill Ext,-27.016
2021-04-04,42,HRSTW-1,Harestanes,-102.984
2021-04-04,42,KILBW-1,Kilbraur,-58.5
2021-04-04,42,KLGLW-1,Kilgallioch (Arecleoch Phase 2),-228
2021-04-04,42,KPMRW-1,Kype Muir,-44.5
2021-04-04,42,MILWW-1,Millennium,-52.5
2021-04-04,42,STRNW-1,Strathy North,-67
2021-04-04,43,ABRTW-1,Auchrobert,-36
2021-04-04,43,ARCHW-1,Arecleoch,-111.984
2021-04-04,43,ASHWW-1,Andershaw,-5.2
2021-04-04,43,ASLVW-1,Assel Valley,-25
2021-04-04,43,BABAW-1,Baillie,-51
2021-04-04,43,BHLAW-1,Bhlaraidh,-100
2021-04-04,43,BLLA-1,Black Law,-103
2021-04-04,43,BLLA-2,Black Law Ext 1,-51.116
2021-04-04,43,BRDUW-1,Braes of Doune,-12
2021-04-04,43,BRYBW-1,Berry Burn,-10.184
2021-04-04,43,CLDRW-1,Clashindarroch,-28
2021-04-04,43,CRMLW-1,Corriemoillie,-42.5
2021-04-04,43,DOREW-1,Dorenell 1,-96
2021-04-04,43,DOREW-2,Dorenell 2,-81
2021-04-04,43,DRSLW-1,Dersalloch,-68
2021-04-04,43,EWHLW-1,Ewe Hill,-33.016
2021-04-04,43,FAARW-1,Farr 1,-10.734
2021-04-04,43,FAARW-2,Farr 2,-44
2021-04-04,43,GLWSW-1,Galawhistle,-55
2021-04-04,43,GORDW-1,Gordonbush,-69.984
2021-04-04,43,GRIFW-1,Griffin 1,-81.916
2021-04-04,43,HRHLW-1,Hare Hill Ext,-27
2021-04-04,43,HRSTW-1,Harestanes,-115.784
2021-04-04,43,KILBW-1,Kilbraur,-59.5
2021-04-04,43,KLGLW-1,Kilgallioch (Arecleoch Phase 2),-228
2021-04-04,43,KPMRW-1,Kype Muir,-4.844
2021-04-04,43,MILWW-1,Millennium,-10.63
2021-04-04,43,STRNW-1,Strathy North,-67
2021-04-04,44,ABRTW-1,Auchrobert,-36
2021-04-04,44,ARCHW-1,Arecleoch,-112
2021-04-04,44,ASLVW-1,Assel Valley,-25
2021-04-04,44,BABAW-1,Baillie,-52
2021-04-04,44,BHLAW-1,Bhlaraidh,-100.016
2021-04-04,44,BLLA-1,Black Law,-102.016
2021-04-04,44,BLLA-2,Black Law Ext 1,-48.05
2021-04-04,44,BRDUW-1,Braes of Doune,-38.666
2021-04-04,44,CLDRW-1,Clashindarroch,-27.5
2021-04-04,44,CRMLW-1,Corriemoillie,-41.5
2021-04-04,44,DOREW-1,Dorenell 1,-96
