Date,Settlement_Period,Generator_Name,Generator_Full_Name,BOA_Volume
2022-02-26,6,KPMRW-1,Kype Muir,-73
2022-02-26,6,LCLTW-1,Lochluichart,-56.5
2022-02-26,6,MIDMW-1,Middle Muir,-39.5
2022-02-26,6,MOWEO-1,Moray Firth Eastern 1,-237
2022-02-26,6,MOWEO-2,Moray Firth Eastern 2,-63
2022-02-26,6,MOWEO-3,Moray Firth Eastern 3,-239
2022-02-26,6,STRNW-1,Strathy North,-58
2022-02-26,7,ABRTW-1,Auchrobert,-36
2022-02-26,7,AKGLW-2,Aikengall 2,-60.5
2022-02-26,7,AKGLW-3,Aikengall 3,-72
2022-02-26,7,ASHWW-1,Andershaw,-33
2022-02-26,7,ASLVW-1,Assel Valley,-23
2022-02-26,7,BABAW-1,Baillie,-16
2022-02-26,7,BDCHW-1,Bad A Cheo,-21
2022-02-26,7,BEATO-1,Beatrice 1,-125
2022-02-26,7,BEATO-2,Beatrice 2,-115
2022-02-26,7,BEATO-3,Beatrice 3,-167
2022-02-26,7,BEATO-4,Beatrice 4,-154
2022-02-26,7,BHLAW-1,Bhlaraidh,-108
2022-02-26,7,BRDUW-1,Braes of Doune,-63.5
2022-02-26,7,BRYBW-1,Berry Burn,-48
2022-02-26,7,BTUIW-3,Beinn an Tuirc Phase 3,-49
2022-02-26,7,CLDCW-1,Clyde Central,-27.466
2022-02-26,7,CLDNW-1,Clyde North,-169.034
2022-02-26,7,CRDEW-1,Crossdykes,-17
2022-02-26,7,CRDEW-2,Crossdykes 2,-17
2022-02-26,7,DOREW-1,Dorenell 1,-77.5
2022-02-26,7,DOREW-2,Dorenell 2,-63.5
2022-02-26,7,FALGW-1,Fallago Rig,-105.5
2022-02-26,7,GORDW-1,Gordonbush,-34.05
2022-02-26,7,GRIFW-1,Griffin 1,-45.016
2022-02-26,7,GRIFW-2,Griffin 2,-45.016
2022-02-26,7,HADHW-1,Hadyard Hill,-85.05
2022-02-26,7,KPMRW-1,Kype Muir,-72
2022-02-26,7,LCLTW-1,Lochluichart,-57
2022-02-26,7,MIDMW-1,Middle Muir,-39.5
2022-02-26,7,MOWEO-1,Moray Firth Eastern 1,-243
2022-02-26,7,MOWEO-2,Moray Firth Eastern 2,-64
2022-02-26,7,MOWEO-3,Moray Firth Eastern 3,-240
2022-02-26,7,STRNW-1,Strathy North,-57.984
2022-02-26,8,ABRTW-1,Auchrobert,-36
2022-02-26,8,AKGLW-2,Aikengall 2,-61.5
2022-02-26,8,AKGLW-3,Aikengall 3,-74.5
2022-02-26,8,ASHWW-1,Andershaw,-34
2022-02-26,8,ASLVW-1,Assel Valley,-23.5
2022-02-26,8,BABAW-1,Baillie,-17
2022-02-26,8,BDCHW-1,Bad A Cheo,-21
2022-02-26,8,BEATO-1,Beatrice 1,-125
2022-02-26,8,BEATO-2,Beatrice 2,-115
2022-02-26,8,BEATO-3,Beatrice 3,-167
2022-02-26,8,BEATO-4,Beatrice 4,-154
2022-02-26,8,BHLAW-1,Bhlaraidh,-107.984
2022-02-26,8,BRDUW-1,Braes of Doune,-53
2022-02-26,8,BRYBW-1,Berry Burn,-49
2022-02-26,8,BTUIW-3,Beinn an Tuirc Phase 3,-49
2022-02-26,8,CLDCW-1,Clyde Central,-42.05
2022-02-26,8,CLDNW-1,Clyde North,-171.034
2022-02-26,8,CRDEW-1,Crossdykes,-17
2022-02-26,8,CRDEW-2,Crossdykes 2,-17
2022-02-26,8,DOREW-1,Dorenell 1,-78.5
2022-02-26,8,DOREW-2,Dorenell 2,-64
2022-02-26,8,FALGW-1,Fallago Rig,-106.5
2022-02-26,8,GORDW-1,Gordonbush,-37.034
2022-02-26,8,GRIFW-1,Griffin 1,-47.016
2022-02-26,8,GRIFW-2,Griffin 2,-47.016
2022-02-26,8,HADHW-1,Hadyard Hill,-85.066
2022-02-26,8,KPMRW-1,Kype Muir,-73
2022-02-26,8,LCLTW-1,Lochluichart,-57
2022-02-26,8,MIDMW-1,Middle Muir,-41
2022-02-26,8,MOWEO-1,Moray Firth Eastern 1,-244
2022-02-26,8,MOWEO-2,Moray Firth Eastern 2,-64
2022-02-26,8,MOWEO-3,Moray Firth Eastern 3,-239
2022-02-26,8,STRNW-1,Strathy North,-57
2022-02-26,9,ABRTW-1,Auchrobert,-36
2022-02-26,9,AKGLW-2,Aikengall 2,-62.5
2022-02-26,9,AKGLW-3,Aikengall 3,-77.5
2022-02-26,9,ASHWW-1,Andershaw,-35
2022-02-26,9,ASLVW-1,Assel Valley,-24
2022-02-26,9,BABAW-1,Baillie,-19
2022-02-26,9,BDCHW-1,Bad A Cheo,-21
2022-02-26,9,BEATO-1,Beatrice 1,-125
2022-02-26,9,BEATO-2,Beatrice 2,-115
2022-02-26,9,BEATO-3,Beatrice 3,-167
2022-02-26,9,BEATO-4,Beatrice 4,-154
2022-02-26,9,BHLAW-1,Bhlaraidh,-108
2022-02-26,9,BRDUW-1,Braes of Doune,-56.5
2022-02-26,9,BRYBW-1,Berry Burn,-49
2022-02-26,9,BTUIW-3,Beinn an Tuirc Phase 3,-49
2022-02-26,9,CLDCW-1,Clyde Central,-45.05
2022-02-26,9,CLDNW-1,Clyde North,-177.016
2022-02-26,9,CRDEW-1,Crossdykes,-17
2022-02-26,9,CRDEW-2,Crossdykes 2,-17
2022-02-26,9,DOREW-1,Dorenell 1,-80
2022-02-26,9,DOREW-2,Dorenell 2,-65
2022-02-26,9,FALGW-1,Fallago Rig,-131
2022-02-26,9,GORDW-1,Gordonbush,-39.05
2022-02-26,9,GRIFW-1,Griffin 1,-49.034
2022-02-26,9,GRIFW-2,Griffin 2,-49.034
2022-02-26,9,HADHW-1,Hadyard Hill,-90.016
2022-02-26,9,KPMRW-1,Kype Muir,-75
2022-02-26,9,LCLTW-1,Lochluichart,-54.5
2022-02-26,9,MIDMW-1,Middle Muir,-42.5
2022-02-26,9,MOWEO-1,Moray Firth Eastern 1,-246
2022-02-26,9,MOWEO-2,Moray Firth Eastern 2,-64
2022-02-26,9,MOWEO-3,Moray Firth Eastern 3,-239
2022-02-26,9,STRNW-1,Strathy North,-57.984
2022-02-26,10,ABRTW-1,Auchrobert,-36
2022-02-26,10,AKGLW-2,Aikengall 2,-63
2022-02-26,10,AKGLW-3,Aikengall 3,-80
2022-02-26,10,ASHWW-1,Andershaw,-35
2022-02-26,10,ASLVW-1,Assel Valley,-24
2022-02-26,10,BABAW-1,Baillie,-21
2022-02-26,10,BDCHW-1,Bad A Cheo,-21
2022-02-26,10,BEATO-1,Beatrice 1,-125
2022-02-26,10,BEATO-2,Beatrice 2,-115
2022-02-26,10,BEATO-3,Beatrice 3,-167
2022-02-26,10,BEATO-4,Beatrice 4,-154
2022-02-26,10,BHLAW-1,Bhlaraidh,-107.984
2022-02-26,10,BRDUW-1,Braes of Doune,-57.5
2022-02-26,10,BRYBW-1,Berry Burn,-50
2022-02-26,10,BTUIW-3,Beinn an Tuirc Phase 3,-49
2022-02-26,10,CLDCW-1,Clyde Central,-48.05
2022-02-26,10,CLDNW-1,Clyde North,-178.05
2022-02-26,10,CRDEW-1,Crossdykes,-18
2022-02-26,10,CRDEW-2,Crossdykes 2,-18
2022-02-26,10,DOREW-1,Dorenell 1,-82
2022-02-26,10,DOREW-2,Dorenell 2,-67
2022-02-26,10,FALGW-1,Fallago Rig,-135.5
2022-02-26,10,GORDW-1,Gordonbush,-42.016
2022-02-26,10,GRIFW-1,Griffin 1,-51.05
2022-02-26,10,GRIFW-2,Griffin 2,-51.05
2022-02-26,10,HADHW-1,Hadyard Hill,-91.034
2022-02-26,10,KPMRW-1,Kype Muir,-76.5
2022-02-26,10,LCLTW-1,Lochluichart,-55
2022-02-26,10,MIDMW-1,Middle Muir,-43.5
2022-02-26,10,MOWEO-1,Moray Firth Eastern 1,-246
2022-02-26,10,MOWEO-2,Moray Firth Eastern 2,-64
2022-02-26,10,MOWEO-3,Moray Firth Eastern 3,-239
2022-02-26,10,STRNW-1,Strathy North,-57
2022-02-26,11,ABRTW-1,Auchrobert,-36
2022-02-26,11,AKGLW-2,Aikengall 2,-63
2022-02-26,11,AKGLW-3,Aikengall 3,-81
2022-02-26,11,ASHWW-1,Andershaw,-35
2022-02-26,11,ASLVW-1,Assel Valley,-24
2022-02-26,11,BABAW-1,Baillie,-23
2022-02-26,11,BDCHW-1,Bad A Cheo,-22
2022-02-26,11,BEATO-1,Beatrice 1,-125
2022-02-26,11,BEATO-2,Beatrice 2,-115
2022-02-26,11,BEATO-3,Beatrice 3,-167
2022-02-26,11,BEATO-4,Beatrice 4,-154
2022-02-26,11,BHLAW-1,Bhlaraidh,-107
2022-02-26,11,BRDUW-1,Braes of Doune,-58.5
2022-02-26,11,BRYBW-1,Berry Burn,-50
2022-02-26,11,BTUIW-3,Beinn an Tuirc Phase 3,-49
2022-02-26,11,CLDCW-1,Clyde Central,-51.084
2022-02-26,11,CLDNW-1,Clyde North,-181.05
2022-02-26,11,CRDEW-1,Crossdykes,-18
2022-02-26,11,CRDEW-2,Crossdykes 2,-18
2022-02-26,11,DOREW-1,Dorenell 1,-84
2022-02-26,11,DOREW-2,Dorenell 2,-69
2022-02-26,11,FALGW-1,Fallago Rig,-138.5
2022-02-26,11,GORDW-1,Gordonbush,-43
2022-02-26,11,GRIFW-1,Griffin 1,-54.066
2022-02-26,11,GRIFW-2,Griffin 2,-54.066
2022-02-26,11,HADHW-1,Hadyard Hill,-93.034
2022-02-26,11,KPMRW-1,Kype Muir,-77
2022-02-26,11,LCLTW-1,Lochluichart,-55.5
2022-02-26,11,MIDMW-1,Middle Muir,-44.5
2022-02-26,11,MOWEO-1,Moray Firth Eastern 1,-245
2022-02-26,11,MOWEO-2,Moray Firth Eastern 2,-63
2022-02-26,11,MOWEO-3,Moray Firth Eastern 3,-238
2022-02-26,11,STRNW-1,Strathy North,-57
2022-02-26,12,ABRTW-1,Auchrobert,-36
2022-02-26,12,AKGLW-2,Aikengall 2,-63
2022-02-26,12,AKGLW-3,Aikengall 3,-81
2022-02-26,12,ASHWW-1,Andershaw,-35
2022-02-26,12,ASLVW-1,Assel Valley,-24
2022-02-26,12,BABAW-1,Baillie,-23
2022-02-26,12,BDCHW-1,Bad A Cheo,-22
2022-02-26,12,BEATO-1,Beatrice 1,-125
2022-02-26,12,BEATO-2,Beatrice 2,-115
2022-02-26,12,BEATO-3,Beatrice 3,-167
2022-02-26,12,BEATO-4,Beatrice 4,-154
2022-02-26,12,BHLAW-1,Bhlaraidh,-106.984
2022-02-26,12,BRDUW-1,Braes of Doune,-59.5
2022-02-26,12,BRYBW-1,Berry Burn,-51
2022-02-26,12,BTUIW-3,Beinn an Tuirc Phase 3,-49
2022-02-26,12,CLDCW-1,Clyde Central,-56.066
2022-02-26,12,CLDNW-1,Clyde North,-184.034
2022-02-26,12,CRDEW-1,Crossdykes,-18
2022-02-26,12,CRDEW-2,Crossdykes 2,-18
2022-02-26,12,DOREW-1,Dorenell 1,-86.5
2022-02-26,12,DOREW-2,Dorenell 2,-71
2022-02-26,12,FALGW-1,Fallago Rig,-140
2022-02-26,12,GORDW-1,Gordonbush,-43
2022-02-26,12,GRIFW-1,Griffin 1,-57.05
2022-02-26,12,GRIFW-2,Griffin 2,-58.066
2022-02-26,12,HADHW-1,Hadyard Hill,-95.016
2022-02-26,12,KPMRW-1,Kype Muir,-76
2022-02-26,12,LCLTW-1,Lochluichart,-57
2022-02-26,12,MIDMW-1,Middle Muir,-45
2022-02-26,12,MOWEO-1,Moray Firth Eastern 1,-244
2022-02-26,12,MOWEO-2,Moray Firth Eastern 2,-63
2022-02-26,12,MOWEO-3,Moray Firth Eastern 3,-238
2022-02-26,12,STRNW-1,Strathy North,-57
2022-02-26,13,ABRTW-1,Auchrobert,-36
2022-02-26,13,AKGLW-2,Aikengall 2,-63
2022-02-26,13,AKGLW-3,Aikengall 3,-81
2022-02-26,13,ASHWW-1,Andershaw,-35
2022-02-26,13,ASLVW-1,Assel Valley,-24
2022-02-26,13,BABAW-1,Baillie,-24
2022-02-26,13,BDCHW-1,Bad A Cheo,-23
2022-02-26,13,BEATO-1,Beatrice 1,-125
2022-02-26,13,BEATO-2,Beatrice 2,-115
2022-02-26,13,BEATO-3,Beatrice 3,-167
2022-02-26,13,BEATO-4,Beatrice 4,-154
2022-02-26,13,BHLAW-1,Bhlaraidh,-106.984
2022-02-26,13,BRDUW-1,Braes of Doune,-66.5
2022-02-26,13,BRYBW-1,Berry Burn,-51
2022-02-26,13,BTUIW-3,Beinn an Tuirc Phase 3,-49
2022-02-26,13,CLDCW-1,Clyde Central,-49.034
2022-02-26,13,CLDNW-1,Clyde North,-158.716
2022-02-26,13,CRDEW-1,Crossdykes,-18
2022-02-26,13,CRDEW-2,Crossdykes 2,-18
2022-02-26,13,DOREW-1,Dorenell 1,-89.5
2022-02-26,13,DOREW-2,Dorenell 2,-73
2022-02-26,13,FALGW-1,Fallago Rig,-144
2022-02-26,13,GORDW-1,Gordonbush,-43
2022-02-26,13,GRIFW-1,Griffin 1,-59.05
2022-02-26,13,GRIFW-2,Griffin 2,-59.05
2022-02-26,13,HADHW-1,Hadyard Hill,-96.016
2022-02-26,13,KPMRW-1,Kype Muir,-76
2022-02-26,13,LCLTW-1,Lochluichart,-57.5
2022-02-26,13,MIDMW-1,Middle Muir,-45
2022-02-26,13,MOWEO-1,Moray Firth Eastern 1,-234
2022-02-26,13,MOWEO-2,Moray Firth Eastern 2,-60
2022-02-26,13,MOWEO-3,Moray Firth Eastern 3,-235
2022-02-26,13,STRNW-1,Strathy North,-57
2022-02-26,14,ABRTW-1,Auchrobert,-36
2022-02-26,14,AKGLW-2,Aikengall 2,-63
2022-02-26,14,AKGLW-3,Aikengall 3,-81
2022-02-26,14,ASHWW-1,Andershaw,-35
2022-02-26,14,ASLVW-1,Assel Valley,-24
2022-02-26,14,BABAW-1,Baillie,-26
2022-02-26,14,BDCHW-1,Bad A Cheo,-23
2022-02-26,14,BEATO-1,Beatrice 1,-125
2022-02-26,14,BEATO-2,Beatrice 2,-115
2022-02-26,14,BEATO-3,Beatrice 3,-167
2022-02-26,14,BEATO-4,Beatrice 4,-154
2022-02-26,14,BHLAW-1,Bhlaraidh,-106
2022-02-26,14,BRDUW-1,Braes of Doune,-67.5
2022-02-26,14,BRYBW-1,Berry Burn,-51
2022-02-26,14,BTUIW-3,Beinn an Tuirc Phase 3,-49
2022-02-26,14,CLDCW-1,Clyde Central,-51.016
2022-02-26,14,CLDNW-1,Clyde North,-108.55
2022-02-26,14,CRDEW-1,Crossdykes,-19
2022-02-26,14,CRDEW-2,Crossdykes 2,-19
2022-02-26,14,DOREW-1,Dorenell 1,-92
2022-02-26,14,DOREW-2,Dorenell 2,-75
2022-02-26,14,FALGW-1,Fallago Rig,-144
2022-02-26,14,GORDW-1,Gordonbush,-43
2022-02-26,14,GRIFW-1,Griffin 1,-62.05
2022-02-26,14,GRIFW-2,Griffin 2,-62.05
2022-02-26,14,HADHW-1,Hadyard Hill,-96.016
2022-02-26,14,KPMRW-1,Kype Muir,-76
2022-02-26,14,LCLTW-1,Lochluichart,-58
2022-02-26,14,MIDMW-1,Middle Muir,-45
2022-02-26,14,MOWEO-1,Moray Firth Eastern 1,-236
2022-02-26,14,MOWEO-2,Moray Firth Eastern 2,-60
2022-02-26,14,MOWEO-3,Moray Firth Eastern 3,-235
2022-02-26,14,STRNW-1,Strathy North,-56
2022-02-26,15,ABRTW-1,Auchrobert,-36
2022-02-26,15,AKGLW-2,Aikengall 2,-63
2022-02-26,15,AKGLW-3,Aikengall 3,-80
2022-02-26,15,ASHWW-1,Andershaw,-35
2022-02-26,15,ASLVW-1,Assel Valley,-24
2022-02-26,15,BABAW-1,Baillie,-27
2022-02-26,15,BDCHW-1,Bad A Cheo,-23
2022-02-26,15,BEATO-1,Beatrice 1,-125
2022-02-26,15,BEATO-2,Beatrice 2,-115
2022-02-26,15,BEATO-3,Beatrice 3,-167
2022-02-26,15,BEATO-4,Beatrice 4,-154
2022-02-26,15,BHLAW-1,Bhlaraidh,-106.984
2022-02-26,15,BRDUW-1,Braes of Doune,-68.5
2022-02-26,15,BRYBW-1,Berry Burn,-52
2022-02-26,15,BTUIW-3,Beinn an Tuirc Phase 3,-49
2022-02-26,15,CLDCW-1,Clyde Central,-59.534
2022-02-26,15,CLDNW-1,Clyde North,-94.034
2022-02-26,15,CRDEW-1,Crossdykes,-19
2022-02-26,15,CRDEW-2,Crossdykes 2,-19
2022-02-26,15,DOREW-1,Dorenell 1,-93.5
2022-02-26,15,DOREW-2,Dorenell 2,-76.5
2022-02-26,15,FALGW-1,Fallago Rig,-117.6
2022-02-26,15,GORDW-1,Gordonbush,-43
2022-02-26,15,GRIFW-1,Griffin 1,-66.066
2022-02-26,15,GRIFW-2,Griffin 2,-66.066
2022-02-26,15,HADHW-1,Hadyard Hill,-97
2022-02-26,15,KPMRW-1,Kype Muir,-76.5
2022-02-26,15,LCLTW-1,Lochluichart,-57.5
2022-02-26,15,MIDMW-1,Middle Muir,-45
2022-02-26,15,MOWEO-1,Moray Firth Eastern 1,-238
2022-02-26,15,MOWEO-2,Moray Firth Eastern 2,-60
2022-02-26,15,MOWEO-3,Moray Firth Eastern 3,-234
2022-02-26,15,STRNW-1,Strathy North,-56.016
2022-02-26,16,ABRTW-1,Auchrobert,-36
2022-02-26,16,AKGLW-2,Aikengall 2,-62.5
2022-02-26,16,AKGLW-3,Aikengall 3,-78
2022-02-26,16,ASHWW-1,Andershaw,-35
2022-02-26,16,ASLVW-1,Assel Valley,-24
2022-02-26,16,BABAW-1,Baillie,-30
2022-02-26,16,BDCHW-1,Bad A Cheo,-23
2022-02-26,16,BEATO-1,Beatrice 1,-125
2022-02-26,16,BEATO-2,Beatrice 2,-115
2022-02-26,16,BEATO-3,Beatrice 3,-167
2022-02-26,16,BEATO-4,Beatrice 4,-154
2022-02-26,16,BHLAW-1,Bhlaraidh,-106
2022-02-26,16,BRDUW-1,Braes of Doune,-69.5
2022-02-26,16,BRYBW-1,Berry Burn,-53
2022-02-26,16,BTUIW-3,Beinn an Tuirc Phase 3,-49
2022-02-26,16,CLDCW-1,Clyde Central,-144
2022-02-26,16,CLDNW-1,Clyde North,-96
2022-02-26,16,CRDEW-1,Crossdykes,-19
2022-02-26,16,CRDEW-2,Crossdykes 2,-19
2022-02-26,16,DOREW-1,Dorenell 1,-94.5
2022-02-26,16,DOREW-2,Dorenell 2,-77.5
2022-02-26,16,GORDW-1,Gordonbush,-43
2022-02-26,16,GRIFW-1,Griffin 1,-70.05
2022-02-26,16,GRIFW-2,Griffin 2,-70.05
2022-02-26,16,HADHW-1,Hadyard Hill,-97
2022-02-26,16,KPMRW-1,Kype Muir,-76
2022-02-26,16,LCLTW-1,Lochluichart,-56.5
2022-02-26,16,MIDMW-1,Middle Muir,-45
2022-02-26,16,MOWEO-1,Moray Firth Eastern 1,-240
2022-02-26,16,MOWEO-2,Moray Firth Eastern 2,-59
2022-02-26,16,MOWEO-3,Moray Firth Eastern 3,-233
2022-02-26,16,STRNW-1,Strathy North,-57.016
2022-02-26,17,ABRTW-1,Auchrobert,-36
2022-02-26,17,AKGLW-2,Aikengall 2,-62
2022-02-26,17,AKGLW-3,Aikengall 3,-77
2022-02-26,17,ASHWW-1,Andershaw,-35
2022-02-26,17,ASLVW-1,Assel Valley,-23.5
2022-02-26,17,BABAW-1,Baillie,-32
2022-02-26,17,BDCHW-1,Bad A Cheo,-23
2022-02-26,17,BEATO-1,Beatrice 1,-125
2022-02-26,17,BEATO-2,Beatrice 2,-115
2022-02-26,17,BEATO-3,Beatrice 3,-167
2022-02-26,17,BEATO-4,Beatrice 4,-154
2022-02-26,17,BHLAW-1,Bhlaraidh,-107
2022-02-26,17,BRDUW-1,Braes of Doune,-71
2022-02-26,17,BRYBW-1,Berry Burn,-54
2022-02-26,17,BTUIW-3,Beinn an Tuirc Phase 3,-49
2022-02-26,17,CLDCW-1,Clyde Central,-143.984
2022-02-26,17,CLDNW-1,Clyde North,-96
2022-02-26,17,CRDEW-1,Crossdykes,-19
2022-02-26,17,CRDEW-2,Crossdykes 2,-19
2022-02-26,17,DOREW-1,Dorenell 1,-95
2022-02-26,17,DOREW-2,Dorenell 2,-78
2022-02-26,17,GORDW-1,Gordonbush,-43
2022-02-26,17,GRIFW-1,Griffin 1,-73.05
2022-02-26,17,GRIFW-2,Griffin 2,-74.034
2022-02-26,17,HADHW-1,Hadyard Hill,-97
2022-02-26,17,KPMRW-1,Kype Muir,-76
2022-02-26,17,LCLTW-1,Lochluichart,-54.5
2022-02-26,17,MIDMW-1,Middle Muir,-45
2022-02-26,17,MOWEO-1,Moray Firth Eastern 1,-241
2022-02-26,17,MOWEO-2,Moray Firth Eastern 2,-58
2022-02-26,17,MOWEO-3,Moray Firth Eastern 3,-230
2022-02-26,17,STRNW-1,Strathy North,-58.016
2022-02-26,18,ABRTW-1,Auchrobert,-36
2022-02-26,18,AKGLW-2,Aikengall 2,-62
2022-02-26,18,AKGLW-3,Aikengall 3,-77
2022-02-26,18,ASHWW-1,Andershaw,-35
2022-02-26,18,ASLVW-1,Assel Valley,-24
2022-02-26,18,BABAW-1,Baillie,-34
2022-02-26,18,BDCHW-1,Bad A Cheo,-23
2022-02-26,18,BEATO-1,Beatrice 1,-125
2022-02-26,18,BEATO-2,Beatrice 2,-115
2022-02-26,18,BEATO-3,Beatrice 3,-167
2022-02-26,18,BEATO-4,Beatrice 4,-154
2022-02-26,18,BHLAW-1,Bhlaraidh,-107.016
2022-02-26,18,BRDUW-1,Braes of Doune,-69.1
2022-02-26,18,BRYBW-1,Berry Burn,-55
2022-02-26,18,BTUIW-3,Beinn an Tuirc Phase 3,-49
2022-02-26,18,CLDCW-1,Clyde Central,-80.602
2022-02-26,18,CLDNW-1,Clyde North,-43.2
2022-02-26,18,CRDEW-1,Crossdykes,-19
2022-02-26,18,CRDEW-2,Crossdykes 2,-19
2022-02-26,18,DOREW-1,Dorenell 1,-95
2022-02-26,18,DOREW-2,Dorenell 2,-78
2022-02-26,18,GORDW-1,Gordonbush,-43
2022-02-26,18,GRIFW-1,Griffin 1,-76.016
2022-02-26,18,GRIFW-2,Griffin 2,-76.016
2022-02-26,18,HADHW-1,Hadyard Hill,-97
2022-02-26,18,KPMRW-1,Kype Muir,-76
2022-02-26,18,LCLTW-1,Lochluichart,-37.5
2022-02-26,18,MIDMW-1,Middle Muir,-45
2022-02-26,18,MOWEO-1,Moray Firth Eastern 1,-243
2022-02-26,18,MOWEO-2,Moray Firth Eastern 2,-58
2022-02-26,18,MOWEO-3,Moray Firth Eastern 3,-229
2022-02-26,18,STRNW-1,Strathy North,-59
2022-02-26,19,ABRTW-1,Auchrobert,-36
2022-02-26,19,AKGLW-2,Aikengall 2,-62.5
2022-02-26,19,AKGLW-3,Aikengall 3,-78
2022-02-26,19,ASHWW-1,Andershaw,-35
2022-02-26,19,ASLVW-1,Assel Valley,-24
2022-02-26,19,BABAW-1,Baillie,-36
2022-02-26,19,BDCHW-1,Bad A Cheo,-23
2022-02-26,19,BEATO-1,Beatrice 1,-125
2022-02-26,19,BEATO-2,Beatrice 2,-115
2022-02-26,19,BEATO-3,Beatrice 3,-167
2022-02-26,19,BEATO-4,Beatrice 4,-154
2022-02-26,19,BHLAW-1,Bhlaraidh,-108
2022-02-26,19,BRYBW-1,Berry Burn,-55
2022-02-26,19,BTUIW-3,Beinn an Tuirc Phase 3,-49
2022-02-26,19,CRDEW-1,Crossdykes,-20
2022-02-26,19,CRDEW-2,Crossdykes 2,-20
2022-02-26,19,DOREW-1,Dorenell 1,-95
2022-02-26,19,DOREW-2,Dorenell 2,-78
2022-02-26,19,GORDW-1,Gordonbush,-26.516
2022-02-26,19,GRIFW-1,Griffin 1,-77.016
2022-02-26,19,GRIFW-2,Griffin 2,-77
2022-02-26,19,HADHW-1,Hadyard Hill,-14.55
2022-02-26,19,KPMRW-1,Kype Muir,-75.5
2022-02-26,19,LCLTW-1,Lochluichart,-18.29
2022-02-26,19,MIDMW-1,Middle Muir,-45
2022-02-26,19,MOWEO-1,Moray Firth Eastern 1,-244
2022-02-26,19,MOWEO-2,Moray Firth Eastern 2,-58
2022-02-26,19,MOWEO-3,Moray Firth Eastern 3,-229
2022-02-26,19,STRNW-1,Strathy North,-59
2022-02-26,20,ABRTW-1,Auchrobert,-36
2022-02-26,20,AKGLW-2,Aikengall 2,-43.05
2022-02-26,20,AKGLW-3,Aikengall 3,-80
2022-02-26,20,ASHWW-1,Andershaw,-35
2022-02-26,20,ASLVW-1,Assel Valley,-24.5
2022-02-26,20,BABAW-1,Baillie,-37
2022-02-26,20,BDCHW-1,Bad A Cheo,-23
2022-02-26,20,BEATO-1,Beatrice 1,-125
2022-02-26,20,BEATO-2,Beatrice 2,-115
2022-02-26,20,BEATO-3,Beatrice 3,-167
2022-02-26,20,BEATO-4,Beatrice 4,-154
2022-02-26,20,BHLAW-1,Bhlaraidh,-3.6
2022-02-26,20,BRYBW-1,Berry Burn,-55
2022-02-26,20,BTUIW-3,Beinn an Tuirc Phase 3,-49
2022-02-26,20,CRDEW-1,Crossdykes,-20
2022-02-26,20,CRDEW-2,Crossdykes 2,-20
2022-02-26,20,DOREW-1,Dorenell 1,-95
2022-02-26,20,DOREW-2,Dorenell 2,-78
2022-02-26,20,GRIFW-1,Griffin 1,-76
2022-02-26,20,GRIFW-2,Griffin 2,-76
2022-02-26,20,KPMRW-1,Kype Muir,-75.5
2022-02-26,20,MIDMW-1,Middle Muir,-45
2022-02-26,20,MOWEO-1,Moray Firth Eastern 1,-243
2022-02-26,20,MOWEO-2,Moray Firth Eastern 2,-58
2022-02-26,20,MOWEO-3,Moray Firth Eastern 3,-230
2022-02-26,20,STRNW-1,Strathy North,-60
2022-02-26,21,ABRTW-1,Auchrobert,-36
2022-02-26,21,AKGLW-3,Aikengall 3,-14.85
2022-02-26,21,ASHWW-1,Andershaw,-35
2022-02-26,21,ASLVW-1,Assel Valley,-25
2022-02-26,21,BABAW-1,Baillie,-38
2022-02-26,21,BDCHW-1,Bad A Cheo,-23
2022-02-26,21,BEATO-1,Beatrice 1,-125
2022-02-26,21,BEATO-2,Beatrice 2,-115
2022-02-26,21,BEATO-3,Beatrice 3,-167
2022-02-26,21,BEATO-4,Beatrice 4,-154
2022-02-26,21,BRYBW-1,Berry Burn,-52.65
2022-02-26,21,BTUIW-3,Beinn an Tuirc Phase 3,-49
2022-02-26,21,CRDEW-1,Crossdykes,-20
2022-02-26,21,CRDEW-2,Crossdykes 2,-0.666
2022-02-26,21,DOREW-1,Dorenell 1,-95
2022-02-26,21,DOREW-2,Dorenell 2,-78
2022-02-26,21,GRIFW-1,Griffin 1,-76
2022-02-26,21,GRIFW-2,Griffin 2,-76
2022-02-26,21,KPMRW-1,Kype Muir,-76
2022-02-26,21,MIDMW-1,Middle Muir,-45
2022-02-26,21,MOWEO-1,Moray Firth Eastern 1,-241
2022-02-26,21,MOWEO-2,Moray Firth Eastern 2,-58
2022-02-26,21,MOWEO-3,Moray Firth Eastern 3,-230
2022-02-26,21,STRNW-1,Strathy North,-60
2022-02-26,22,ABRTW-1,Auchrobert,-36
2022-02-26,22,ASHWW-1,Andershaw,-35
2022-02-26,22,ASLVW-1,Assel Valley,-25
2022-02-26,22,BABAW-1,Baillie,-38
2022-02-26,22,BDCHW-1,Bad A Cheo,-24
2022-02-26,22,BEATO-1,Beatrice 1,-125
2022-02-26,22,BEATO-2,Beatrice 2,-115
2022-02-26,22,BEATO-3,Beatrice 3,-167
2022-02-26,22,BEATO-4,Beatrice 4,-154
2022-02-26,22,BHLAW-1,Bhlaraidh,-12.566
2022-02-26,22,BTUIW-3,Beinn an Tuirc Phase 3,-49
